Digit,Precision,Recall,F1,MCC

0,0.329700272479564,0.6080402010050251,0.4275618374558304,0.37164139049187517

1,0.2741702741702742,0.867579908675799,0.41666666666666663,0.39342996848681017

2,0.2191780821917808,0.07511737089201878,0.1118881118881119,0.07563268698894185

3,0.37012987012987014,0.24782608695652175,0.296875,0.23682699045191452

4,0.3333333333333333,0.4230769230769231,0.3728813559322034,0.3102939544430005

5,0.3333333333333333,0.10849056603773585,0.16370106761565836,0.14359814658019643

6,0.37339055793991416,0.39908256880733944,0.385809312638581,0.31451990099408117

7,0.4591194968553459,0.30416666666666664,0.3659147869674186,0.31214921190251

8,0.22916666666666666,0.04954954954954955,0.08148148148148147,0.06274555068291761

9,0.3458646616541353,0.20444444444444446,0.2569832402234637,0.2026721157669509

Confusion Matrix,

[121.  27.   6.   2.  12.   5.  16.   4.   2.   4.],
[  6. 190.   3.   4.   2.   1.   7.   2.   1.   3.],
[40. 77. 16. 15. 17.  2. 18. 13.  6.  9.],
[34. 74.  5. 57. 18.  8.  7. 13.  6.  8.],
[16. 35.  0. 10. 77.  1.  7. 11.  4. 21.],
[41. 41. 10. 15. 17. 23. 40.  9.  6. 10.],
[28. 57.  4.  2. 15.  8. 87.  8.  5.  4.],
[29. 71. 16. 26.  6.  4.  8. 73.  3.  4.],
[23. 74.  9. 13.  9. 11. 32. 16. 11. 24.],
[29. 47.  4. 10. 58.  6. 11. 10.  4. 46.]

TotalMCC

0.33040703120390085

