Digit,Precision,Recall,F1,MCC

0,0.9434628975265018,0.9709090909090909,0.956989247311828,0.9507400153091625

1,0.8818565400843882,0.9858490566037735,0.9309576837416481,0.9247628452374049

2,0.9455445544554455,0.809322033898305,0.8721461187214612,0.8610314549232764

3,0.7196652719665272,0.945054945054945,0.8171021377672208,0.8068475817956865

4,0.8288288288288288,0.8034934497816594,0.8159645232815964,0.7946370546799337

5,0.9148936170212766,0.7288135593220338,0.8113207547169811,0.7973677462974345

6,0.923469387755102,0.905,0.9141414141414141,0.9055337504744082

7,0.7477477477477478,0.9325842696629213,0.83,0.8189085053388433

8,0.8248587570621468,0.7019230769230769,0.7584415584415585,0.7378604689019689

9,0.7938144329896907,0.7549019607843137,0.7738693467336684,0.7512255360990775

Confusion Matrix

[267.   0.   0.   3.   0.   0.   4.   0.   1.   0.],
[  0. 209.   0.   0.   0.   0.   0.   0.   1.   2.],
[  1.   7. 191.   6.  10.   0.   0.  16.   3.   2.],
[  0.   0.   0. 172.   0.   2.   0.   2.   6.   0.],
[  0.  13.   0.   2. 184.   0.   0.   2.   0.  28.],
[  9.   1.   0.  23.   7. 172.  11.   6.   7.   0.],
[  1.   0.   0.   4.   2.   0. 181.   0.  12.   0.],
[  0.   0.   0.   5.   5.   0.   0. 166.   0.   2.],
[  0.   7.   5.  24.   0.  10.   0.  10. 146.   6.],
[  5.   0.   6.   0.  14.   4.   0.  20.   1. 154.]

Total MCC Score

0.8249130721502651

